WID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Mean,Class
6111100.0,0.0324139654378756,0.1422610333155981,0.0551092508348324,0.0861350597521727,0.0493006568014089,0.0331074312459388,0.0831344940867373,0.0751864075544938,0.0740656763640672,0.0106679390667172,0.0462115746382816,0.0235569580610032,0.0119419862519691,0.1531283435944887,0.0710986541995743,0.1623918698010473,0.0026243817342041,0.0487723117193838,0.0424964849338201,0.07166029203602,0.0471001235816415,0.1698357665462022,0.1031170365078429,0.0899528382061472,0.0741991577329881,0.0174946727037113,0.0982466061708478,0.0424681972366119,0.0170113589383259,0.0138108679164464,0.0043577329849473,0.0340001201382824,0.0028341583527071,0.0446655080752278,0.0126765882486017,0.0347221947095403,0.0365653636573684,0.0372252016206541,0.0091387555747842,0.0263775036534928,0.0002133084031131,0.1081405405710839,0.0122063278417569,0.0150181254230459,0.0184847995407153,0.0035645011648802,0.0208508769215609,0.0089845797138225,0.0014291772947031,0.0154821839238389,0.0082058417652564,0.0104220684531096,0.0207490597998836,0.0240682329087893,0.0113160429111823,0.1413640091491493,0.0818364419664999,0.0093648431815903,0.0002124724810528,0.0305200354464977,0.0873195238157376,0.020931250897717,0.0402026472338111,0.0120820760625448,0.0148573517452139,0.0583271418446644,0.0011905121929326,0.0018244396013145,0.0350138453329928,0.0,0.0,0.0157150262283991,0.0,0.006154794289958,0.0,0.04036155469457098,SRD
6113050.0,0.0114039248229308,0.0776628897581964,0.0608410923189655,0.0504088432720859,0.0432693641552836,0.0037589703178995,0.0597332240285483,0.0229922634340635,0.0221194730157003,0.0016921929523245,0.0117439521467846,0.0213327569487506,0.0027914789996224,0.087745166411295,0.0393825725045036,0.087380348492374,0.00018479019278,0.0195389330229553,0.044748108073209,0.0321089641403152,0.0309242132770263,0.0847821652804799,0.0525538062588346,0.0417893980497371,0.0393723245339123,0.0012853901983945,0.0293894193673405,0.007407228921376,0.0094121025484369,0.004496253228767,0.0050351529619915,0.0542064539830947,0.0022415799299451,0.0248166604819271,0.0215182090551366,0.0200751160126686,0.03983794609554,0.0268978387555829,0.0011877110858028,0.0089300308052176,0.0,0.063465655208429,0.019932929959928,0.012126783828956,0.0108363697968508,0.0015537813633393,0.0072860419513968,0.0003843124147219,0.0,0.0256965613636439,0.0070399905978243,0.0022455430186594,0.0109374612951171,0.0131551510326837,0.0023519883829909,0.0678101071203856,0.0381976404164318,0.0013824844569507,3.6716937893378194e-05,0.0301781083077435,0.0254555121289961,0.0029296062301358,0.0227692210585624,0.0102162936168844,0.0063720439220362,0.0199425049939992,0.0,0.0,0.0179919195421074,0.0,0.0,0.0054683032847225,0.0,0.0003962253777997,0.0,0.021775434232653195,SRD
6113110.0,0.0125367240626438,0.0850040920333054,0.0668846908337196,0.0554161631395941,0.0475674898952403,0.0041323644593321,0.0656667733824589,0.0252761805013714,0.0243166921840215,0.0018602855098961,0.0129105277135012,0.0234518283410781,0.0030687682081665,0.0962166804875192,0.0432946070788931,0.0959260091587754,0.0002031461704928,0.0214798164308063,0.0491931235911996,0.0352984809716593,0.0339960438820911,0.0932039300555187,0.0577741942128418,0.0459405126066848,0.0432833411347992,0.0014130733480193,0.0323087925157838,0.008143019749604,0.0103470458049489,0.0049428847453886,0.0055353156284196,0.0595910063028465,0.0024642453788871,0.027281802488968,0.0236557021758059,0.0220692607049042,0.0437952148209538,0.0295697128485249,0.0013056913632851,0.0098170878723094,0.0,0.0697699624609139,0.0219129507207152,0.013331387657454,0.0119127914374458,0.0017081249226315,0.0080097947743252,0.0004224877638205,0.0,0.0282491075815426,0.0077393021173782,0.0024686021376712,0.0120239247743033,0.0144619068487312,0.0025856211623572,0.074545966833909,0.0419919707627312,0.0015198123827364,4.036418390525769e-05,0.0331758252058985,0.0279841139247786,0.0032206161904508,0.0250309823998975,0.0112311205139033,0.0070050055227464,0.0219234768827081,0.0,0.0,0.019779131672557,0.0,0.0,0.0060114925725892,0.0,0.000435584091023,0.0,0.023928449990578443,SRD
6116200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000355981051088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7464140145066665e-06,SRD
6119110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RD
6123100.0,0.0713941151920681,0.113240414371981,0.1280462349326195,0.3040471676477406,0.0936518013648924,0.0181938054691997,0.2928944006598976,0.0418861777472921,0.0436818776542548,0.0340373181364532,0.0325918029363197,0.0473363566648815,0.0434240902304119,0.980092745285604,0.2275641093571237,0.1922184198119957,0.0103704542084527,0.0474110733219968,0.1201901182448137,0.0978894445060922,0.1301670338287402,0.1671293971452897,0.0273771015607986,0.1120177882441275,0.0329939993446031,0.0030649111626492,0.075667649615596,0.0293257993603724,0.0398010519799975,0.0560638083735098,0.0298274246588463,0.2255730211331495,0.0136092213942308,0.0749623016063765,0.07523786319178,0.2757203190295088,0.1283956948003853,0.2709713050578727,0.004674131053837,0.0059663945547327,0.0,0.1367142690909527,0.1241855916692104,0.0238378999964236,0.0318238951992177,0.0161696512216691,0.0353927049001183,0.0092304329927494,0.0138673460859201,0.0582982940519857,0.0440751474206314,0.0078505045182837,0.0524204405415697,0.0705693615075972,0.0517475299597199,0.1293074448077438,0.1928655139197972,0.0027453018141758,0.0086989257705038,0.1540649778190952,0.14303771171486,0.07530857781648,0.0832808642681419,0.0911947930223675,0.0065621445875288,0.0645858398641877,0.0001123792490891,0.0277344103706628,0.051640592292417,0.0162520574332191,0.0,0.0178480943204741,0.0099667396498263,0.0201315724677338,6.261958558501928e-05,0.08653722366360576,SRD
6123210.0,0.0,0.0,0.0,0.0182452124294181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013576602832392242,SRD
6123400.0,0.0427826291321411,0.0607822388880786,0.0410246856124857,0.1896726965024124,0.0159328539743449,0.0,0.136698626012794,0.0,0.0003330320461522,0.0,5.5732775671368744e-05,0.0051484269277658,0.0,0.939033424523194,0.0739006502797919,0.1091753915719714,0.0,0.0,0.0316519210934363,0.0165295156366303,0.0402494553659274,0.0195602346378053,0.0,0.0091978181769277,0.000536914426878,0.0,0.0171958939861768,0.0006317210715375,0.0007741727445994,0.0046514106007832,0.0,0.0699324882066873,0.0,0.0047529055353678,0.0130317606877824,0.0692466464814089,0.0192404158514926,0.104429355068882,0.0,0.0,0.0,0.0493569016796946,0.0072404154318133,0.0,0.0,0.0,0.0,0.0,0.0,0.0017674643045836,0.0007056273414891,0.0,0.0003794678954897,0.0042746233197223,0.0002449363453028,0.0293392246033191,0.067319096737514,0.0,0.0,0.0321586045248634,0.0704362151727075,0.0075234886096327,0.0106039226969088,0.0137094284571557,0.0,0.0070113001056186,0.0,0.0,0.0027087575320513,0.0,0.0,0.0,0.0,0.0,0.0,0.031212433234359894,SRD
6140100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6820124499339215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9603384198984328,1.0,0.7586560300358018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8849677697204748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1569164713899897,1.0,1.0,1.0,1.0,1.0,1.0,0.7813878372695401,1.0,0.8390374455433084,1.0,1.0,1.0,0.641752352506822,1.0,1.0,1.0,0.5821660600672889,0.963829797818208,SD
6140101.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6773198002207267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523261713878644,1.0,0.7404800538338998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571996096928335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1401176225764912,0.9919906706554574,1.0,1.0,1.0,1.0,1.0,0.7740867298284166,1.0,0.8105286052955325,1.0,1.0,1.0,0.6088922424525808,1.0,1.0,0.9893443134642496,0.5585702105697066,0.9613447470663702,SD
