WID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Mean,Class
6157100.0,0.915331061794326,0.9024516932287991,1.0,1.0,1.0,1.0,1.0,0.1253694877584389,0.6015046677872515,1.0,1.0,1.0,1.0,1.0,0.3546499270438593,0.6921734000968343,0.3541208905085116,1.0,0.9146467485479431,0.7546621891320557,0.2166582503626958,0.907359270896927,0.595485640051552,0.5121327909247668,0.1256403645181025,0.7588874553060825,SD
6158100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7953240694823962,1.0,1.0,1.0,1.0,1.0,1.0,0.9374691771722266,1.0,1.0,1.0,1.0,1.0,0.996719213179602,1.0,1.0,0.9972258324973118,0.7746428922936943,0.9800552473850093,SD
6172010.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5865294724056611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9434611788962265,SD
6172011.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7564524884672427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1405551427730548,1.0,1.0,1.0,1.0,0.955880305249612,SD
6172012.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6588711046218696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0666491017222362,1.0,1.0,1.0,1.0,0.9490208082537643,SD
6172013.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6855796285149262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0791254620450688,1.0,1.0,1.0,1.0,0.9505882036223998,SD
6172014.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6398351788520813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.050989031791687,1.0,1.0,1.0,1.0,0.9476329684257507,SD
6172016.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9909761631015632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.357257944104942,1.0,1.0,1.0,1.0,0.9739293642882602,SD
6172020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9226709860822851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2750730042865676,1.0,1.0,1.0,1.0,0.9679097596147541,SD
6172023.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6013520114970389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0161959356287174,1.0,1.0,1.0,1.0,0.9447019178850303,SD
6172024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5813354127414628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9432534165096585,SD
6172025.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7102798123820376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0645470657697884,1.0,1.0,1.0,1.0,0.950993075126073,SD
6172026.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8593129300772511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2430046021016088,1.0,1.0,1.0,1.0,0.9640927012871545,SD
6172028.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.380386672779593,1.0,1.0,1.0,1.0,1.0,1.0,0.9598234273092356,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9336084040035532,SD
6172030.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4360439777374267,1.0,1.0,1.0,1.0,0.977441759109497,SD
6172031.0,0.9121666699647905,0.8164444416761398,1.0,1.0,1.0,0.6678889095783234,1.0,0.561944454908371,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2858333587646484,0.9139010980725288,0.9501111134886742,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.844331601858139,SD
6172033.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.904784110848862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0562991462478955,1.0,1.0,1.0,1.0,0.9584433302838703,SD
6172036.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836688997726364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2941845355738541,1.0,1.0,1.0,1.0,0.9711141374138598,SD
6172037.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4272874379882226,1.0,1.0,1.0,1.0,0.977091497519529,SD
6172039.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8838598895817994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1968544125556946,1.0,1.0,1.0,1.0,0.9632285720854997,SD
6172040.0,0.997666666749865,0.8396111155549694,1.0,1.0,1.0,0.7734814931948987,1.0,0.5481481651465107,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4115740855534878,0.9474358980078258,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8607166969683022,SD
6172041.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8300186320355325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0915661065978129,1.0,1.0,1.0,1.0,0.9568633895453338,SD
6172042.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8204375719863981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0332263612928156,1.0,1.0,1.0,1.0,0.9541465573311685,SD
6172044.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8237362727522851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0883791446685793,1.0,1.0,1.0,1.0,0.9564846166968346,SD
6172050.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8199265637467934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0948544391585486,1.0,1.0,1.0,1.0,0.9565912401162138,SD
6172052.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8225760722218305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.141823808827495,1.0,1.0,1.0,1.0,0.958575995241973,SD
6172053.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8787790773312778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2314432362806134,1.0,1.0,1.0,1.0,0.9644088925444757,SD
6172055.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9780919988125218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1581331063412409,1.0,1.0,1.0,1.0,0.9654490042061505,SD
6172057.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.501943010361699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.940077720414468,SD
6172058.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9592330516625804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1683570507011305,1.0,1.0,1.0,1.0,0.9651036040945483,SD
6172200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9300010150388804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1517356128933844,1.0,1.0,1.0,1.0,0.9632694651172906,SD
6172206.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9106217120587756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1139652537552543,1.0,1.0,1.0,1.0,0.9609834786325613,SD
6172220.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9213277745361916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0566286978300729,1.0,1.0,1.0,1.0,0.9591182588946506,SD
6172230.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9929900547847412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2958746287258804,1.0,1.0,1.0,1.0,0.9715545873404249,SD
6172236.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9848798450288464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3496341986734761,1.0,1.0,1.0,1.0,0.973380561748093,SD
6172240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9974815169718092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3646860615601849,1.0,1.0,1.0,1.0,0.9744867031412798,SD
6172260.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977617115498136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.099686764189138,1.0,1.0,1.0,1.0,0.9630921551874908,SD
6172270.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996157442903872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2043597778112524,1.0,1.0,1.0,1.0,0.9680206888286049,SD
6172271.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2469307326961368,1.0,1.0,1.0,1.0,0.9698772293078455,SD
6172280.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990539467850351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1433823572633142,1.0,1.0,1.0,1.0,0.9653568730045465,SD
6172350.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987106452500289,1.0,1.0,1.0,0.9938967371170456,0.992680594183155,0.9914580083691203,1.0,1.0,1.0,1.0,1.0,0.2415059592305901,1.0,1.0,1.0,1.0,0.968265910056008,SD
6172351.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984912351253908,1.0,1.0,1.0,0.9928439385293176,0.9914180137807108,0.989984534770188,1.0,1.0,1.0,1.0,1.0,0.2164010031333289,1.0,1.0,1.0,1.0,0.9670223936586981,SD
