MRBID,RIVERBASIN,AREA,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,MEAN,CLASS
6211,ELBE,138890.779690468,8.227953136227278,14.433457122711228,19.85036857698147,14.465049478747282,11.72883746610194,11.564770415653076,9.977292175433334,26.800997716226075,14.513737370051391,7.4762024970599565,13.9038665955193,SRD
6212,GARONNE (also RIO GARONA),56167.78745144044,5.549286629091162,6.645951888677514,8.077839344545168,4.482305655141333,8.208518823728696,7.559815237926221,4.571817311688006,4.993443941670131,3.516697628434472,3.1368523758665683,5.674252883676927,SRD
6213,GLOMAA,41363.22040613179,67.42385357115595,71.80694950112883,64.76046029642696,60.02470875934326,71.65617937230996,71.54486227185066,59.75681616687507,46.82507888691463,55.7287462717968,42.58128243101885,61.210893752882086,SD
6214,GOTA,51784.773082003114,34.45211385369364,36.29306387306888,40.691675944274266,33.79426771574938,42.08554572899842,39.23255552923288,25.919728899782445,30.43343159880418,41.09796272115113,25.872669218605395,34.98730150833606,SD
6215,GUADALQUIVIR,57056.98698354126,0.3356846801987409,0.7299922873984116,0.293067094105828,0.2614403527379071,0.8427539363912477,0.4873699718332956,0.2821383047016953,0.5841243436258933,0.0930893379678209,0.0706874137234813,0.39803477226843215,SRD
6216,GUADIANA,66979.39627615294,0.0504654536639367,0.1215428841187153,0.0350806721524242,0.0496055665153504,0.2138739940553244,0.015453544048128,0.0170592899512824,1.230163862121078,0.0,0.0027982930174826,0.1736043559643722,SRD
6217,GUDENA,2749.6600888488415,6.895877255228647,8.631868438888832,14.969579309686646,9.86717845476319,16.295192110773684,7.633584463184518,12.705497803880936,20.842035399604143,9.844779713136385,8.31648723109748,11.600208018024446,SRD
6218,IIJOKI,16588.65811819086,62.04497605644906,79.16990486229129,77.51663481813861,61.41268583799037,76.53402979752536,73.76667403016687,82.57941274172582,66.56785732130776,63.397251443982086,46.268860811809816,68.9258287721387,SD
6219,KALIXALVEN,17213.509537432583,69.04278667020964,76.64683671217149,73.06952758500546,64.51534621299739,69.14877840645758,66.25716782709152,80.84947516045919,69.3564142362711,68.03338569612566,37.68499322081867,67.46047117276076,SD
6220,KEMIJOKI,53910.87813507053,63.75218881126199,73.06723462339811,72.46847248616976,63.655003066391245,72.04553638857234,71.59415579576199,79.18513517142281,65.20939013058408,59.16379979199577,41.87878678913893,66.2019703054697,SD
6221,KIZILIRMAK,80863.95287233102,4.283967434671364,23.622374648983808,16.568032339961174,15.577995531860694,9.7730798179476,12.000607700721762,18.485266519956628,14.65941586925968,20.92753035233422,8.7318766031604,14.463014681885733,SRD
6222,KOKEMAENJOKI,28620.89845832611,25.918011164674773,49.68309916250645,56.332014100010454,41.934826844170374,50.93045437695915,54.201265455926986,39.19086884752498,49.905820625601315,57.25975963937783,29.482288004198868,45.483840822095125,SD
6223,KUBAN,52550.994951872664,18.04026070979399,30.660407154736763,25.7483006367222,22.357915564878105,17.87134901759469,22.2338136840284,21.19078935293105,24.47983867698536,35.43517059917038,18.20974480356904,23.622759020040995,SRD
6224,KYMIJOKI,35119.914103664734,33.6791294061493,61.12343249886666,66.66454880681647,46.33158814305797,60.821044554136066,60.480290770532754,51.68180026692899,58.62200067775587,65.86131037423716,35.34762147906657,54.061276697754785,SD
6225,LIMA (also LIMIA),2472.855308321363,0.6066932852237426,1.8914326109073567,1.4273323788228347,0.7139183738009727,2.140970970518254,2.569758868177306,0.356875034745764,1.1775141285156474,0.8562872753127513,0.9993291758560848,1.2740112101880714,SRD
6226,LOIRE,117033.53968048617,2.3861293923604663,4.162137203687107,6.448231120243219,3.999866913109134,6.548999411708386,5.923882022673472,1.6200158257766937,5.595196682511453,1.8258485805781264,2.027926157952463,4.053823331060052,SRD
6227,LULEALVEN,25128.112969871156,77.82517823365839,92.30340623696164,76.78901426526099,76.8709253829019,80.91871839739515,81.2554434990276,96.97383162918976,77.20553846851216,82.27357889635564,46.04413060296758,78.84597656122307,SD
6228,MAAS (also MEUSE),32885.183605824874,1.5602219634822811,7.093288775236725,10.860922731345696,7.674118917971784,6.55500780851266,8.173650829998293,2.682905509035062,9.900798660805068,3.66250079623166,2.8355764021529057,6.099899239477213,SRD
6229,MARITSA RIVER,52590.17763631561,4.546986888942179,7.909140470644965,7.516112343018928,15.076955513462574,9.80054749080106,6.456300407847756,7.113713558387815,7.73120871487259,7.196666983822768,2.413824065057874,7.576145643685851,SRD
6230,MINO (also MINHO),16679.14497822606,4.500197516067732,4.8881579500360335,4.020385856500682,2.2172689405534096,7.025998702971226,4.177880754798252,1.4171297717347229,1.9441290661603816,1.7962988044123347,1.8964577342410365,3.3883905097475813,SRD
6231,MOTALA STROM,15203.388375516495,17.71919178042465,24.99697880576892,29.43152832518502,19.738687933599167,27.6319971677551,22.567813409199303,11.77049834780717,24.97770025832484,33.64562922643702,20.75208609857087,23.323211135307208,SRD
6232,NARVA,56519.20311281413,19.655069952319177,45.713077908943774,44.23927927204539,42.58341855571577,33.83534975593094,41.9506298815276,30.357999418598236,48.54808285211279,54.43284112026644,35.9795602280222,39.72953089454823,SD
6233,"NEMAN (also NEMUNAS, also NYOMAN)",92930.02218958084,11.571897250802415,34.67746820830238,29.86557669097529,26.448079550010736,18.09290746195408,27.218340762958544,18.82613704324565,37.084185211340944,30.28032478388364,20.42314067934671,25.448805764282035,SRD
6234,NESTOS (also MESTA),6363.4513937385855,9.312249870636956,22.132728457717313,18.347047561421565,24.59471246133673,21.677982762152467,16.99295081218283,20.64538562697682,20.967169358431935,19.26937319341602,7.7922136777192605,18.17318137819919,SRD
6235,NEVA,282735.21285127295,40.663826757949785,65.30918006418091,61.26070939214547,49.994343518881685,60.131250725452105,64.98461075653742,60.45676361269005,57.73463067566146,71.39695108800309,42.01061952678177,57.39428861182837,SD
6236,ODER,119242.7124388639,6.262977704837028,13.849461703974503,15.937048990113896,12.079825613530184,8.284872165861898,10.692319114693229,9.678773930778531,25.86922101513769,11.133714197465128,7.800467317921268,12.158868175431337,SRD
6237,OLFUSA,5806.66145532682,61.53034845975738,80.27390153957826,33.18774724949466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.49919972488303,SRD
6239,OULUJOKI,25971.619050338835,60.72684680967218,83.21132871032293,78.81420876009895,61.13897279327259,79.00687737129584,75.74764526355004,81.56704187539694,67.95896587633612,70.07835911508985,45.194911413841254,70.34451579888767,SD
6240,PIVDENNY BUH (also SOUTHERN BUG),63762.68216108214,12.16792105345239,21.29243556161257,20.04724182765816,26.10158577083397,25.822087789567828,23.69273987458534,12.108948564594204,18.564980277544347,21.98498139612706,6.912540863738759,18.869546297971464,SRD
6241,PO,73458.19994425157,13.569562854058338,11.902757442493629,17.97809934717533,12.977479501054113,20.111666417820295,16.234906264606284,10.260424182301378,15.016568639504586,11.733257180473034,6.298985524513736,13.608370735400072,SRD
6242,RHINE,163645.5870711664,9.397131132204176,14.975799511159437,22.97779741638092,15.002967836782352,14.375350307024815,17.31728457454085,10.674976194955343,20.80930272429031,13.992756726113068,6.599922953647139,14.612328937709842,SRD
6243,RHONE,96868.392274854,15.097478347011691,16.202633766853594,25.576329903670043,15.784577644142898,18.860902240131427,18.287656476774774,13.19147906441477,18.01428578924501,14.361123095008136,7.22672384032523,16.260319016757755,SRD
6244,SAKARYA,62896.21903095039,1.5720927649529406,24.54799974148162,10.913917476957035,14.970814996973395,7.99873812716693,9.783528107386044,13.19430191854551,14.153750030442447,17.870102380515846,6.8003498155995095,12.180559536002127,SRD
6245,SCHELDE (also ESCAUT),19068.510523484616,0.0,1.812800509499234,2.6899603787644195,3.60701068320454,1.9694736978602176,3.997923122926614,0.0245548413767281,5.3162178230999615,1.1811462659843217,0.9047705210753209,2.1503857843791354,SRD
6246,SEINE,73474.35896701616,1.0385490402780655,3.1657701526928506,3.708275474416648,3.848904488126908,6.2506370305939125,6.797698557398877,0.4225375356105996,5.311634298660533,0.9620249260319994,1.4152249564049342,3.292125646021533,SRD
6247,SEVERN,11018.66302686137,0.0479541665341641,2.69405594917501,6.2304421468751245,1.251257307997603,2.2976758580797996,3.6630783087877616,0.4389335950951961,4.959456550121041,2.141285719378303,2.104325137907206,2.582846473995121,SRD
6248,SHANNON,11821.924838789835,0.1208222070626617,2.706070040828425,3.1452414725066373,0.29934315154681,5.377546408230769,2.7183960499590247,0.0241151445423695,5.0525813477124615,0.2747669789408556,2.6094938466136073,2.232837664794362,SRD
6249,SKJERN A,2940.649133032252,4.794741113664768,6.254009668069435,10.690886861268682,4.229369434974764,11.691416232189802,4.102596635106628,6.458407124977811,13.510863583661305,6.692145258763096,6.740961110455521,7.51653970231318,SRD
6250,SPEY,2958.576784865865,25.59166409835708,29.94385135782387,37.77841218570659,23.59099510504893,44.11011745190464,21.978547210122933,29.838863788906213,34.78301101449254,31.4788448235183,14.58109221577308,29.36753992516542,SRD
6251,STRUMA RIVER ,16826.185234988025,5.47657632717839,13.423155171750812,11.96688550677036,15.975750250812895,14.62979392915354,9.249786637890937,11.059747650767646,14.009755120959564,10.240072884815502,4.680355984810022,11.071187946490967,SRD
6252,TAGUS,71216.17050000538,1.5773853590819435,1.46507443513465,1.3329139816227535,0.6720902573720484,2.501859854298361,1.143865807444271,1.0082142887079972,2.114794460847123,0.2124840497469962,0.509481209355132,1.2538163703611276,SRD
6253,THAMES,13373.334907995271,0.0,1.9126959215412769,2.4043332594668145,0.7724952839818369,2.029211742722657,2.631369265228319,0.0114702388290494,3.4258956741127826,1.0729145077098086,1.4381000441428795,1.5698485937735425,SRD
6254,THJORSA,8331.126962846443,84.13859656358052,78.52068015448427,40.67163408271728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33309108007821,SRD
6255,"TORNEALVEN (also TORNIONJOKI, also TORNIONVAYLA)",40831.43595196327,67.86250222736854,73.25877506969812,70.39290464324488,64.47654273689207,64.6351374675588,69.2849018219322,81.01984127563932,69.3835513532004,64.19781959702313,39.79587543624614,66.43078516288035,SD
6256,TRENT,11762.56290157555,0.1751505582651335,3.5733712792446486,3.950055459510218,2.1212069616469775,4.237763460347146,4.743663771513584,0.5609008330826875,5.331275739940729,2.6520082015495468,2.1616104226395816,2.950700668774025,SRD
6257,TWEED,5010.712825889279,4.018641627466017,8.702357821215331,17.60536970437763,8.519100055074059,21.647847594609132,9.22761060101345,6.977609755941649,18.042052779878897,6.14208447349416,2.98910602925711,10.387178044232744,SRD
6258,VARDAR,24559.187454003535,4.398149470567783,13.592014718783204,9.983680701155311,13.652858757342369,14.012173994129414,12.66013838327468,9.871907073993643,11.672642629446417,10.733016662695466,3.214367459536756,10.379094985092504,SRD
6259,VISTULA,193368.43379189228,10.063452885327544,23.205134907602027,19.04251735899987,19.14278782051866,12.59648186831462,17.9937211549889,13.192691969295502,31.655045994504952,19.040216547767567,10.539215740223137,17.647126624754275,SRD
6260,WESER,44948.58414649584,5.52087718107359,11.391794115806762,18.303320150735058,8.34001039333482,9.889862478372711,7.251847605373028,5.387600300691707,19.570052869823897,10.72183994516147,6.781115059341657,10.31583200997147,SRD
6902,KURA,190032.562482892,14.275591776445214,25.087490347539244,21.63876329883329,20.155358493512654,17.007173000348324,24.212966502366186,20.683071690598645,20.81133836383243,25.929469286839343,11.417087606926112,20.121831036724142,SRD
6903,VOLGA,1431107.0960078728,41.71873134679606,59.05502115078093,59.18988727840707,49.14802078462106,41.071757659907206,49.43978849478355,37.64689041388476,42.93097329641472,41.98815020588635,18.635131170436544,44.08243518019182,SD
