MRBID,RIVERBASIN,AREA,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,MEAN,CLASS
6240,PIVDENNY BUH (also SOUTHERN BUG),63762.68216108214,28.302203381622924,34.23062252275219,18.74935091426245,11.14692888748504,28.088142176218565,33.732001522747225,25.174629232756235,28.9670862091718,20.564199056819263,15.65795984350838,25.930173043859934,32.30491450295804,28.015904927347535,23.775861376979787,,25.33142697132067,SRD
6241,PO,73458.19994425157,18.05755626385972,9.828798679506932,20.52663679588909,13.242568969868906,10.193500678412729,20.345394211507777,9.564255961689287,12.98706820729531,16.128980539438107,15.770287676567268,22.171802791353738,17.279372617958433,13.19370262015916,12.887784322077236,,15.15555073825598,SRD
6242,RHINE,163645.5870711664,21.822623512594767,18.57790776464072,17.773615564519368,9.41496188037006,18.1871801153231,30.00473869174067,19.64009941149065,20.92521742014721,17.900201567439744,17.09374745372082,31.657027239602723,28.67978314354038,18.117372288504843,13.247376887231164,,20.217275210061874,SRD
6243,RHONE,96868.392274854,23.686191151528934,16.54471382502683,20.587712572990217,13.187263542961816,15.988309536333452,23.27333437569943,15.793060037226567,19.334328223821046,20.311827456131585,18.969988003379974,24.17875208837428,27.24198093207063,14.770875592311146,17.21692764697564,,19.36323321320225,SRD
6244,SAKARYA,62896.21903095039,14.278927911392003,34.77823308767996,10.017328921561877,14.698225089445524,15.577254738265207,14.61478037963134,10.22205223655734,15.321583227364604,12.545033441240324,6.945457304224919,14.801765658481152,8.21935397398078,10.963051353722491,26.395775060823446,,14.95563017031221,SRD
6245,SCHELDE (also ESCAUT),19068.510523484616,8.55297673960948,4.838155606188839,5.8769519577550895,2.4056062721746145,5.0433055848496915,9.225467204384731,6.181496387142702,2.9778406047636152,2.926482051288305,5.28278980506286,15.210150619412222,7.995381263848983,2.475448958336775,1.7041168785723235,,5.764012138099302,SRD
6246,SEINE,73474.35896701616,6.757842370126404,4.246831454647682,3.910739685835268,1.300140657315308,6.477661493450783,10.340717596237628,9.319196857156316,7.9240670923995955,5.356481101337648,5.713985563307441,16.143407505786072,9.22824268419451,4.735484169916275,3.0224312899546972,,6.748373537261831,SRD
6247,SEVERN,11018.66302686137,4.2078941373343755,1.26391073665181,2.116125753154622,0.7765233230265258,2.986952250590761,2.887837194524806,2.174441653392033,3.1784076203559177,3.560001255134958,4.112058879591932,9.799748705803134,9.713378468526706,1.4451051134468662,3.4683295618785235,,3.6921939038152125,SRD
6248,SHANNON,11821.924838789835,5.143267898908103,0.7815776540545212,0.7026472450834114,0.8930959831851568,0.3353085199736755,2.8259749817024744,0.0180717866883831,0.5220903680774539,2.8916709578027606,6.1306100883624985,8.214188904870786,4.05569475920384,2.482394411114857,0.6482418585292415,,2.546059672682655,SRD
6249,SKJERN A,2940.649133032252,11.103324569553989,10.6908206993863,15.208172340495826,3.436216278718312,14.435885470315013,22.792092697236846,9.588026047320492,12.975228771122744,7.641144200689878,8.38422334200248,21.944564392952877,16.692343275318972,14.872961459871776,5.845741782341028,,12.54362466623761,SRD
6250,SPEY,2958.576784865865,35.4325185001078,29.448754817623907,26.899692448567983,25.77687000511219,18.858822865971252,26.7604937493834,24.943423231598704,25.16501568790804,29.22262367775537,31.27742864144314,35.59647062184507,29.397593938446683,33.6920040439726,20.352121552750987,,28.05884527017765,SRD
6251,STRUMA RIVER ,16826.185234988025,12.510837288483756,19.956434225448156,13.285159868496727,9.659170318713803,14.037503268245596,16.436814983926283,15.272350911467424,16.46132815968264,7.303387821664172,10.530413604658136,17.439896159982826,17.89226547389953,11.523052105001906,21.242183223363348,,14.539342672359593,SRD
6252,TAGUS,71216.17050000538,0.9535080259750216,1.9191583614610603,1.0319012614756402,0.8840634936039595,1.8794715413928045,1.686258538123532,1.1903619067887297,1.6831904317384567,2.1438046923502014,2.2910864526794765,3.2541187339019557,2.3840249945006664,1.4337954580275103,1.7751459690927067,,1.7507064186508374,SRD
6253,THAMES,13373.334907995271,2.220261652877148,0.2541546875585623,0.379794266024874,0.1950191309245147,2.3396469683698724,1.402377394954422,2.490059820829251,0.4630648406045916,2.2133089663819483,6.229020574511647,10.5371863425536,5.874926955524542,1.3399797807383396,2.0564108736820823,,2.7139437325382425,SRD
6254,THJORSA,8331.126962846443,88.90113283633269,96.45124972894725,61.90022784276863,85.27086231650108,72.6545466205624,68.95764424811564,69.82121206588049,69.37524475787464,83.63651920682425,87.12751291688383,76.13424742119457,76.32824725964998,88.6365457174113,102.39848877368824,,80.54240583661678,SD
6255,"TORNEALVEN (also TORNIONJOKI, also TORNIONVAYLA)",40831.43595196327,67.18023876522933,79.07719893331847,55.25688543997142,60.65729286768835,62.254589417213026,64.28296775153956,77.25047547779138,56.389646454816294,76.06665881141848,76.67614414739577,47.06098519935531,60.66025083424946,64.98883948256847,76.50512793394707,,66.02195010832159,SD
6256,TRENT,11762.56290157555,4.234731691561106,0.9167176638486574,2.7705372572114486,2.0899864556048926,3.942846163790821,5.035670661974842,3.0807923407678457,2.238049337178535,3.8806622867896103,3.423106365049882,11.773229384320022,10.226600486147078,1.9947452049320715,2.8872578434002514,,4.178209510184076,SRD
6257,TWEED,5010.712825889279,7.309599847390637,7.033638257366851,14.446269656124386,5.365132034265584,6.785584947056894,13.144772649687004,5.881508903700363,8.3943488036411,11.851688140586168,17.49448281246462,24.75527112879018,17.511213976854666,12.686050668392836,5.698714179407739,,11.311305428980646,SRD
6258,VARDAR,24559.187454003535,13.920207788278296,22.141559840406664,12.699032454551864,9.329074612443296,16.86769212444923,18.21555934488354,17.052573909812455,18.7109460119096,7.239273573264187,9.710350702244252,18.169331440845895,20.470025141410535,13.930936994324137,22.587769347032378,,15.788880948989739,SRD
6259,VISTULA,193368.43379189228,25.256609260812148,36.81583340740253,22.57312884587539,16.144814756071717,26.865710147201995,39.95322130014818,29.407296928303253,30.16276388137964,19.375376788838707,20.58313088750775,38.06493159758922,27.44925209513938,21.936409290052627,22.63937931917556,,26.94484703610701,SRD
6260,WESER,44948.58414649584,18.898587849697225,16.38161079290401,20.39520062514324,7.362926327947269,16.743164071732856,26.58036557461424,17.074293352579417,18.54861079810842,11.843893266837313,13.510309845657698,28.764715201569572,25.87973529001106,17.490730401372055,7.68798514091222,,17.6544377527919,SRD
6902,KURA,190032.562482892,16.636686526129573,27.28222526945363,17.009267492882664,22.83335347542026,27.937347502844347,22.99155953850935,23.00117662819298,25.291211152632822,23.898152028741684,18.715725037587085,13.922906669221298,17.68814870831345,23.503109236824,21.06919606988749,,21.555718952617188,SRD
6903,VOLGA,1431107.0960078728,62.14048522780603,68.38024320830489,65.6787505276764,54.99079245076967,49.926796099231495,52.297518439236015,54.38598194783864,46.83039369442612,39.475520996475375,47.424300021340045,58.99285173315886,45.664372381809166,53.21268922175823,53.14698510664225,,53.75340578974807,SD
